id;estado;solicitud;tipo_pension_beneficiario;canal;fecha_creacion;fecha_confirmacion;monto
48;3;811881181477;Tipo_03;WEB;03-05-2021 0:16;;0
49;11;811881181366;Tipo_03;WEB;03-05-2021 0:16;08-05-2021 0:41;4,1
50;11;811881181474;Tipo_01;WEB;03-05-2021 0:16;08-05-2021 21:38;150
51;11;811881181475;Tipo_01;WEB;03-05-2021 0:16;08-05-2021 9:20;99,3
52;11;811881181154;Tipo_01;WEB;03-05-2021 0:16;09-05-2021 12:41;113,55
53;11;811881181373;Tipo_01;WEB;03-05-2021 0:17;08-05-2021 9:43;150
54;3;811881181058;Tipo_02;WEB;03-05-2021 0:17;;0
55;11;811881181588;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 10:29;150
56;11;811881181864;Tipo_01;WEB;03-05-2021 0:18;09-05-2021 14:49;82,5
57;11;811881181695;Tipo_03;WEB;03-05-2021 0:18;08-05-2021 10:05;143,45
58;11;811881181587;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 7:19;150
59;11;811881181588;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:50;79,39
60;11;811881181371;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:17;150
61;11;811881181367;Tipo_03;WEB;03-05-2021 0:18;08-05-2021 3:02;136,15
62;11;8118811817100;Tipo_01;WEB;03-05-2021 0:18;08-05-2021 0:15;135,7
63;11;811881181698;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 18:44;127,07
64;11;811881181696;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 9:54;150
65;11;811881181691;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 6:38;117,82
66;11;811881181585;Tipo_03;WEB;03-05-2021 0:19;08-05-2021 10:13;150
67;11;8118811817101;Tipo_01;WEB;03-05-2021 0:19;08-05-2021 8:23;58,34
68;4;8118811817108;Tipo_03;WEB;03-05-2021 0:20;;0
69;11;811881181584;Tipo_02;WEB;03-05-2021 0:20;10-05-2021 0:44;150
70;11;8118811818108;Tipo_01;WEB;03-05-2021 0:20;08-05-2021 1:59;95,28
71;3;811881181697;Tipo_01;WEB;03-05-2021 0:21;;135,81
72;11;811881181583;Tipo_01;WEB;03-05-2021 0:21;08-05-2021 10:25;150
73;3;811881181586;Tipo_01;WEB;03-05-2021 0:21;;0
74;11;811881181158;Tipo_01;WEB;03-05-2021 0:21;10-05-2021 18:25;73,98
75;11;8118811880116;Tipo_01;WEB;03-05-2021 0:21;10-05-2021 23:02;130,03
76;11;8118811819109;Tipo_03;WEB;03-05-2021 0:21;07-05-2021 23:31;150
77;11;8118811818106;Tipo_03;WEB;03-05-2021 0:22;13-05-2021 8:30;35,35
78;11;8118811819111;Tipo_03;WEB;03-05-2021 0:22;08-05-2021 13:15;106,27
79;4;811881181698;Tipo_01;WEB;03-05-2021 0:22;;0
80;3;8118811818105;Tipo_01;WEB;03-05-2021 0:22;;0
81;11;8118811819118;Tipo_03;WEB;03-05-2021 0:22;08-05-2021 0:03;123,98
82;4;8118811880117;Tipo_03;WEB;03-05-2021 0:22;;0
83;11;8118811819110;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 21:24;150
84;11;8118811881119;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 8:06;150
85;11;811881181799;Tipo_03;Call;03-05-2021 0:23;08-05-2021 11:00;150
86;11;8118811818107;Tipo_01;WEB;03-05-2021 0:23;09-05-2021 2:57;111,96
87;11;8118811881183;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 0:38;105,94
88;11;8118811880115;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 13:44;68,79
89;3;8118811881188;Tipo_02;WEB;03-05-2021 0:23;;150
90;11;8118811881181;Tipo_01;WEB;03-05-2021 0:23;08-05-2021 7:43;81,84
91;11;811881181694;Tipo_03;Call;03-05-2021 0:23;08-05-2021 10:10;150
92;11;8118811881189;Tipo_03;WEB;03-05-2021 0:23;08-05-2021 11:58;123,97
93;11;8118811880118;Tipo_01;WEB;03-05-2021 0:24;09-05-2021 6:04;128,57
94;11;8118811888130;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 10:54;65,88
95;11;811881181479;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 0:41;30,22
96;11;811881181589;Tipo_02;WEB;03-05-2021 0:24;08-05-2021 2:19;131,83
97;11;8118811888133;Tipo_01;WEB;03-05-2021 0:24;12-05-2021 10:14;141,77
98;11;8118811888137;Tipo_01;WEB;03-05-2021 0:24;08-05-2021 9:20;140,07
99;11;8118811888136;Tipo_03;WEB;03-05-2021 0:24;08-05-2021 9:22;90,19
100;11;8118811883139;Tipo_02;WEB;03-05-2021 0:25;08-05-2021 19:22;84,95
101;11;8118811883141;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 1:45;150
102;11;8118811888135;Tipo_03;WEB;03-05-2021 0:26;08-05-2021 9:47;127,68
103;11;8118811888138;Tipo_03;WEB;03-05-2021 0:26;12-05-2021 23:28;150
104;11;8118811884148;Tipo_03;WEB;03-05-2021 0:26;08-05-2021 7:04;150
105;6;8118811883140;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 11:20;150
106;11;8118811888134;Tipo_01;WEB;03-05-2021 0:26;08-05-2021 8:58;71,84
107;11;8118811883138;Tipo_02;WEB;03-05-2021 0:26;08-05-2021 11:30;118,9
108;11;8118811885149;Tipo_01;WEB;03-05-2021 0:27;08-05-2021 8:05;150
109;11;8118811881185;Tipo_03;WEB;03-05-2021 0:27;10-05-2021 10:05;150
110;11;8118811881186;Tipo_01;WEB;03-05-2021 0:27;08-05-2021 18:34;150
111;11;8118811881180;Tipo_01;WEB;03-05-2021 0:28;08-05-2021 8:19;150
112;11;8118811886156;Tipo_01;WEB;03-05-2021 0:28;08-05-2021 14:18;150
113;11;8118811887168;Tipo_03;WEB;03-05-2021 0:28;08-05-2021 0:08;150
114;11;8118811884144;Tipo_01;WEB;03-05-2021 0:29;08-05-2021 23:25;150
115;11;8118811885155;Tipo_03;WEB;03-05-2021 0:29;09-05-2021 16:39;142,97
116;11;8118811886157;Tipo_03;WEB;03-05-2021 0:29;08-05-2021 1:51;88,27
117;3;8118811884143;Tipo_02;WEB;03-05-2021 0:29;;0
118;3;8118811886161;Tipo_03;WEB;03-05-2021 0:29;;0
119;11;8118811886160;Tipo_03;WEB;03-05-2021 0:29;07-05-2021 23:29;100,05
120;11;8118811887168;Tipo_01;WEB;03-05-2021 0:29;08-05-2021 8:33;137,17
121;11;8118811887165;Tipo_02;WEB;03-05-2021 0:29;08-05-2021 11:05;150
122;11;8118811886158;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 10:07;120,93
123;11;8118811884145;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 22:40;105,62
124;11;8118811885150;Tipo_03;WEB;03-05-2021 0:30;08-05-2021 8:00;150
125;11;8118811887166;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 12:13;149,35
126;11;8118811888170;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 12:24;150
127;11;8118811887164;Tipo_01;WEB;03-05-2021 0:30;08-05-2021 1:07;79,59
128;3;8118811887163;Tipo_03;WEB;03-05-2021 0:31;;0
129;11;8118811889171;Tipo_02;WEB;03-05-2021 0:31;08-05-2021 2:17;150
130;3;8118811887167;Tipo_01;WEB;03-05-2021 0:31;;0
131;11;8118811889174;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
132;11;8118811830178;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 0:11;150
133;4;8118811889178;Tipo_03;Sucursal;03-05-2021 0:32;;0
133;11;8118811889174;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
134;11;8118811889174;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
135;11;8118811889174;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
136;11;8118811889174;Tipo_03;WEB;03-05-2021 0:31;08-05-2021 8:20;134,5
